Rk,Player,Sh,SoT,SoT%,Club,ClubCountryCode,ClubContinent
775,Tijjani Reijnders,4,2,50,1.eng Manchester City,eng,Europe
776,Omar Rekik,1,1,100,1.si NK Maribor,si,Europe
777,Israel Reyes,2,0,0,1.mx Amrica,mx,Non-Europe
778,Gio Reyna,2,1,50,1.de Gladbach,de,Europe
779,Ramin Rezaeian,4,2,50,1.ir Foolad,ir,Non-Europe
780,Chadi Riad,1,0,0,1.eng Crystal Palace,eng,Europe
781,Declan Rice,6,3,50,1.eng Arsenal,eng,Europe
782,Chris Richards,1,0,0,1.eng Crystal Palace,eng,Europe
783,Fabian Rieder,7,2,28.6,1.de Augsburg,de,Europe
784,Richard R¡os,5,1,20,1.pt Benfica,pt,Europe
785,R¢-R¢,3,1,33.3,1.qa Al Sadd,qa,Non-Europe
786,Andy Robertson,0,0,,1.eng Liverpool,eng,Europe
787,Antonee Robinson,0,0,,1.eng Fulham,eng,Europe
788,Miles Robinson,1,0,0,1.us FC Cincinnati,us,Non-Europe
789,Sergio Rochet,0,0,,1.br Internacional,br,Non-Europe
790,Rodri,7,0,0,1.eng Manchester City,eng,Europe
791,Garry Rodrigues,1,0,0,1.cy Apollon Limassol,cy,Europe
792,Brian Rodr¡guez,3,1,33.3,1.mx Amrica,mx,Non-Europe
793,James Rodr¡guez,6,3,50,1.us Minnesota Utd,us,Non-Europe
794,Kevin Rodr¡guez,6,1,16.7,1.be Union SG,be,Europe
795,Ricardo Rodr¡guez,1,0,0,1.es Real Betis,es,Europe
796,Tom s Rodr¡guez,1,1,100,1.cr Saprissa,cr,Non-Europe
797,Godfried Roemeratoe,0,0,,2.nl RKC Waalwijk,nl,Europe
798,Morgan Rogers,3,1,33.3,1.eng Aston Villa,eng,Europe
799,Cristian Romero,3,1,33.3,1.eng Tottenham,eng,Europe
800,Luis Romo,3,1,33.3,1.mx Guadalajara,mx,Non-Europe
801,Cristiano Ronaldo,18,9,50,1.sa Al-Nassr,sa,Non-Europe
802,Eloy Room,0,0,,2.us Miami FC,us,Non-Europe
803,Marten de Roon,0,0,,1.it Atalanta,it,Europe
804,Saed Al-Rosan,0,0,,1.jo Al-Hussein SC,jo,Non-Europe
805,Antonio Rdiger,1,0,0,1.es Real Madrid,es,Europe
806,Fabi n Ruiz Pe¤a,8,2,25,1.fr PSG,fr,Europe
807,Mathew Ryan,0,0,,1.es Levante,es,Europe
808,Julian Ryerson,0,0,,1.de Dortmund,de,Europe
809,Elias Saad,1,0,0,2.de Hannover 96,de,Europe
810,Marwane Sadane,0,0,,1.sa Al-Fateh,sa,Non-Europe
811,Mustafa Saadoon,0,0,,1.iq Al-Shorta,iq,Non-Europe
812,Mahmoud Saber,3,1,33.3,1.eg ZED,eg,Non-Europe
813,Marcel Sabitzer,5,2,40,1.de Dortmund,de,Europe
814,Noah Sadiki,0,0,,1.eng Sunderland,eng,Europe
815,Michal Sad¡lek,7,3,42.9,1.cz Slavia Prague,cz,Europe
816,Alexis Saelemaekers,4,1,25,1.it Milan,it,Europe
817,Ismael Saibari,10,3,30,1.nl PSV,nl,Europe
818,Bukayo Saka,13,7,53.8,1.eng Arsenal,eng,Europe
819,Mohamed Salah,9,4,44.4,1.eng Liverpool,eng,Europe
820,Anass Salah-Eddine,1,0,0,1.nl PSV,nl,Europe
821,Nathan Saliba,3,1,33.3,1.be Anderlecht,be,Europe
822,William Saliba,1,0,0,1.eng Arsenal,eng,Europe
823,Shurandy Sambo,0,0,,1.nl Sparta R.,nl,Europe
824,Antonio Sanabria,0,0,,1.it Cremonese,it,Europe
825,Davinson S nchez,6,2,33.3,1.tr Galatasaray,tr,Europe
826,Jorge S nchez,1,1,100,1.gr PAOK,gr,Europe
827,Alex Sandro,0,0,,1.br Flamengo,br,Non-Europe
828,Leroy San,6,2,33.3,1.tr Galatasaray,tr,Europe
829,Ibrahim Sangar,1,0,0,1.eng Nottingham,eng,Europe
830,Kaish? Sano,1,1,100,1.de Mainz 05,de,Europe
831,Danilo Santos,2,1,50,1.br Botafogo?RJ,br,Non-Europe
832,Douglas Santos,2,0,0,1.ru Zenit,ru,Europe
833,Bara Sapoko Ndiaye,1,1,100,1.de Bayern Munich,de,Europe
834,Ismaila Sarr,17,6,35.3,1.eng Crystal Palace,eng,Europe
835,Farrukh Sayfiev,0,0,,1.uz Neftchi FK,uz,Non-Europe
836,Amine Sbai,0,0,,1.fr Angers,fr,Europe
837,Joe Scally,0,0,,1.de Gladbach,de,Europe
838,Patrik Schick,2,1,50,1.de Leverkusen,de,Europe
839,Andreas Schjelderup,3,2,66.7,1.pt Benfica,pt,Europe
840,Alexander Schlager,0,0,,1.at RB Salzburg,at,Europe
841,Xaver Schlager,1,0,0,1.de RB Leipzig,de,Europe
842,Nico Schlotterbeck,2,2,100,1.de Dortmund,de,Europe
843,Romano Schmid,2,1,50,1.de Werder Bremen,de,Europe
844,Kamogelo Sebelebele,0,0,,1.za Orlando Pirates,za,Non-Europe
845,Abdoulaye Seck,2,0,0,1.il Maccabi Haifa,il,Europe
846,Alidu Seidu,0,0,,1.fr Rennes,fr,Europe
847,Nicolas Seiwald,3,0,0,1.de RB Leipzig,de,Europe
848,Ayumu Seko,0,0,,1.fr Le Havre,fr,Europe
849,Egil Selvik,0,0,,2.eng Watford,eng,Europe
850,Ken Sema,1,0,0,1.cy Pafos FC,cy,Europe
851,Nlson Semedo,0,0,,1.tr Fenerbahe,tr,Europe
852,Willy Semedo,3,0,0,1.cy AC Omonia,cy,Europe
853,Antoine Semenyo,6,0,0,1.eng Manchester City,eng,Europe
854,Marvin Senaya,2,0,0,1.fr Auxerre,fr,Europe
855,Marcos Senesi,1,0,0,1.eng Bournemouth,eng,Europe
856,Igor Sergeev,0,0,,1.ir Persepolis,ir,Non-Europe
857,Jean Seri,0,0,,1.si NK Maribor,si,Europe
858,Kim Seung-gyu,0,0,,1.jp FC Tokyo,jp,Non-Europe
859,Paik Seung-ho,0,0,,2.eng Birmingham City,eng,Europe
860,Joaquin Seys,0,0,,1.be Club Brugge,be,Europe
861,Jacob Shaffelburg,3,0,0,1.us LAFC,us,Non-Europe
862,Mohammed Abu Al-Shamat,1,1,100,1.sa Al-Qadsiah,sa,Non-Europe
863,Lawrence Shankland,4,0,0,1.sct Hearts,sct,Europe
864,Sharara,0,0,,1.ma Raja Casablanca,ma,Non-Europe
865,Aimar Sher,0,0,,1.no Sarpsborg 08,no,Europe
866,Kento Shiogai,0,0,,1.de Wolfsburg,de,Europe
867,Mostafa Shobeir,0,0,,1.eg Al Ahly,eg,Non-Europe
868,Eldor Shomurodov,4,2,50,1.tr Ba?ak?ehir,tr,Europe
869,Otabek Shukurov,2,0,0,1.ae Baniyas FC,ae,Non-Europe
870,Nkosinathi Sibisi,0,0,,1.za Orlando Pirates,za,Non-Europe
871,Kwasi Sibo,0,0,,1.es Oviedo,es,Europe
872,Niko Sigur,1,0,0,1.hr Hajduk Split,hr,Europe
873,Bernardo Silva,1,0,0,1.eng Manchester City,eng,Europe
874,derson Silva,2,0,0,1.it Atalanta,it,Europe
875,Giuliano Simeone,1,0,0,1.es Atltico Madrid,es,Europe
876,Dominique Simon,1,1,100,1.sk 1. FC Tatran Pre?ov B,sk,Europe
877,Unai Sim¢n,0,0,,1.es Athletic Club,es,Europe
878,Sarpreet Singh,4,2,50,1.au Wellington,au,Non-Europe
879,Wilfried Singo,2,0,0,1.tr Galatasaray,tr,Europe
880,Sphephelo Sithole,0,0,,1.pt Tondela,pt,Europe
881,Ellyes Skhiri,0,0,,1.de Frankfurt,de,Europe
882,Alexandr Sojka,0,0,,1.cz Viktoria Plze?,cz,Europe
883,Ram¢n Sosa,0,0,,1.br Palmeiras,br,Non-Europe
884,Tom ? Sou?ek,1,0,0,1.eng West Ham,eng,Europe
885,Harry Souttar,1,1,100,2.eng Leicester City,eng,Europe
886,Djibril Sow,2,1,50,1.es Sevilla,es,Europe
887,a?lar Sync,0,0,,1.tr Fenerbahe,tr,Europe
888,Djed Spence,2,2,100,1.eng Tottenham,eng,Europe
889,Marko Stamenic,3,0,0,2.eng Swansea City,eng,Europe
890,Josip Stani?i?,0,0,,1.de Bayern Munich,de,Europe
891,Carl Starfelt,0,0,,1.es Celta Vigo,es,Europe
892,Ross Stewart,0,0,,2.eng Southampton,eng,Europe
893,Angelo Stiller,0,0,,1.de Stuttgart,de,Europe
894,John Stones,1,0,0,1.eng Manchester City,eng,Europe
895,J?rgen Strand Larsen,2,1,50,1.eng Crystal Palace,eng,Europe
896,Elliot Stroud,1,0,0,1.se Mjllby,se,Europe
897,Luis Su rez,9,0,0,1.pt Sporting CP,pt,Europe
898,Luka Su?i?,1,0,0,1.es Real Sociedad,es,Europe
899,Petar Su?i?,3,2,66.7,1.it Inter,it,Europe
900,Yukinari Sugawara,2,2,100,1.de Werder Bremen,de,Europe
901,Rebin Sulaka,1,0,0,1.th Port FC,th,Non-Europe
902,Pavel ?ulc,2,0,0,1.fr Lyon,fr,Europe
903,Kamaldeen Sulemana,1,0,0,1.us Atlanta Utd,us,Non-Europe
904,Crysencio Summerville,2,2,100,1.eng West Ham,eng,Europe
905,Ivan ?unji?,1,1,100,1.cy Pafos FC,cy,Europe
906,Finn Surman,2,1,50,1.us Portland Timbers,us,Non-Europe
907,Josip ?utalo,1,0,0,1.nl Ajax,nl,Europe
908,Junnosuke Suzuki,0,0,,1.dk FC Copenhagen,dk,Europe
909,Yuito Suzuki,0,0,,1.de Freiburg,de,Europe
910,Zion Suzuki,0,0,,1.it Parma,it,Europe
911,Mattias Svanberg,3,2,66.7,1.de Wolfsburg,de,Europe
912,Daniel Svensson,1,0,0,1.de Dortmund,de,Europe
913,Alexander S?rloth,5,0,0,1.es Atltico Madrid,es,Europe
914,Musa Al-Taamari,8,3,37.5,1.fr Rennes,fr,Europe
915,Haris Tabakovi?,0,0,,2.de Schalke 04,de,Europe
916,Lee Tae-seok,0,0,,1.at Austria Wien,at,Europe
917,Nicol s Tagliafico,0,0,,1.fr Lyon,fr,Europe
918,Jonathan Tah,1,1,100,1.de Bayern Munich,de,Europe
919,Benjamin Tahirovic,1,0,0,1.dk Br?ndby,dk,Europe
920,Zaid Tahseen,2,0,0,1.uz Pakhtakor Tashkent FK,uz,Non-Europe
921,Chemsdine Talbi,2,0,0,1.eng Sunderland,eng,Europe
922,Montassar Talbi,1,0,0,1.fr Lorient,fr,Europe
923,Hassan Al Tambakti,0,0,,1.sa Al-Hilal,sa,Non-Europe
924,Ao Tanaka,2,0,0,1.eng Leeds United,eng,Europe
925,Shogo Taniguchi,0,0,,1.be Sint-Truiden,be,Europe
926,Mehdi Taremi,5,2,40,1.gr Olympiacos,gr,Europe
927,Aurlien Tchouamni,3,0,0,1.es Real Madrid,es,Europe
928,Arthur Theate,5,1,20,1.de Frankfurt,de,Europe
929,Igor Thiago,2,1,50,1.eng Brentford,eng,Europe
930,Malick Thiaw,0,0,,1.eng Newcastle,eng,Europe
931,Ryan Thomas,0,0,,1.nl Zwolle,nl,Europe
932,Brandon Thomas-Asante,1,0,0,2.eng Coventry City,eng,Europe
933,Morten Thorsby,0,0,,1.it Cremonese,it,Europe
934,Kristian Thorstvedt,3,1,33.3,1.it Sassuolo,it,Europe
935,Marcus Thuram,0,0,,1.it Inter,it,Europe
936,Youri Tielemans,11,3,27.3,1.eng Aston Villa,eng,Europe
937,Kieran Tierney,2,0,0,1.sct Celtic,sct,Europe
938,Guus Til,0,0,,1.nl PSV,nl,Europe
939,Malik Tillman,8,4,50,1.de Leverkusen,de,Europe
940,Quinten Timber,0,0,,1.fr Marseille,fr,Europe
941,Takehiro Tomiyasu,1,0,0,1.nl Ajax,nl,Europe
942,Ivan Toney,2,1,50,1.sa Al-Ahli,sa,Non-Europe
943,Mehdi Torabi,0,0,,1.ir Tractor,ir,Non-Europe
944,Flix Torres Caicedo,0,0,,1.br Internacional,br,Non-Europe
945,Ferran Torres,14,4,28.6,1.es Barcelona,es,Europe
946,Sebastian Tounekti,0,0,,1.sct Celtic,sct,Europe
947,Bazoumana Tour,0,0,,1.de Hoffenheim,de,Europe
948,Mo Tour,4,1,25,2.eng Norwich City,eng,Europe
949,Kai Trewin,1,0,0,1.us NYCFC,us,Non-Europe
950,Trzguet,8,3,37.5,1.eg Al Ahly,eg,Non-Europe
951,Francisco Trinc?o,1,0,0,1.pt Sporting CP,pt,Europe
952,Leandro Trossard,17,3,17.6,1.eng Arsenal,eng,Europe
953,Auston Trusty,3,2,66.7,1.sct Celtic,sct,Europe
954,Axel Tuanzebe,0,0,,1.eng Burnley,eng,Europe
955,Matt Turner,0,0,,1.us NE Revolution,us,Non-Europe
956,Ayase Ueda,9,4,44.4,1.nl Feyenoord,nl,Europe
957,Manuel Ugarte,3,1,33.3,1.eng Manchester Utd,eng,Europe
958,Deniz Undav,6,4,66.7,1.de Stuttgart,de,Europe
959,Dayot Upamecano,4,2,50,1.de Bayern Munich,de,Europe
960,Jakhongir Urozov,0,0,,1.uz FK Dinamo Samarqand,uz,Non-Europe
961,Oston Urunov,0,0,,1.ir Persepolis,ir,Non-Europe
962,Can Uzun,4,1,25,1.de Frankfurt,de,Europe
963,Enner Valencia,10,6,60,1.mx Pachuca,mx,Non-Europe
964,Yan Valery,0,0,,1.ch Young Boys,ch,Europe
965,Federico Valverde,10,2,20,1.es Real Madrid,es,Europe
966,Virgil van Dijk,2,2,100,1.eng Liverpool,eng,Europe
967,Hans Vanaken,5,1,20,1.be Club Brugge,be,Europe
968,Guillermo Varela,2,0,0,1.br Flamengo,br,Non-Europe
969,Hlio Varela,3,1,33.3,1.il Maccabi Tel Aviv,il,Europe
970,Camilo Vargas,0,0,,1.mx Atlas,mx,Non-Europe
971,Obed Vargas,1,1,100,1.es Atltico Madrid,es,Europe
972,Ruben Vargas,6,4,66.7,1.es Sevilla,es,Europe
973,Nikola Vasilj,0,0,,1.de St Pauli,de,Europe
974,Johan V squez,1,0,0,1.it Genoa,it,Europe
975,Alexis Vega,0,0,,1.mx Toluca,mx,Non-Europe
976,Renato Veiga,2,0,0,1.es Villarreal,es,Europe
977,Gustavo Vel squez,0,0,,1.py Cerro Porte¤o,py,Non-Europe
978,Nishan Velupillay,0,0,,1.au Melb. Victory,au,Non-Europe
979,Micky van de Ven,3,1,33.3,1.eng Tottenham,eng,Europe
980,Bart Verbruggen,0,0,,1.eng Brighton,eng,Europe
981,Mat¡as Vi¤a,0,0,,1.br Flamengo,br,Non-Europe
982,Federico Vi¤as,6,3,50,1.es Oviedo,es,Europe
983,Denis Vi?insk?,3,0,0,1.cz Viktoria Plze?,cz,Europe
984,Pedro Vite,4,1,25,1.mx UNAM,mx,Non-Europe
985,Vitinha,4,0,0,1.fr PSG,fr,Europe
986,Nikola Vla?i?,3,1,33.3,1.it Torino,it,Europe
987,Cristian Volpato,4,1,25,1.it Sassuolo,it,Europe
988,Vozinha,0,0,,2.pt Chaves,pt,Europe
989,Francis de Vries,0,0,,1.au Auckland FC,au,Non-Europe
990,Luka Vu?kovi?,0,0,,1.de Hamburger SV,de,Europe
991,Elye Wahi,3,2,66.7,1.fr Nice,fr,Europe
992,Aaron Wan-Bissaka,0,0,,1.eng West Ham,eng,Europe
993,Paul Wanner,1,0,0,1.nl PSV,nl,Europe
994,Tsuyoshi Watanabe,0,0,,1.nl Feyenoord,nl,Europe
995,Cecilio Waterman,2,1,50,1.cl U Concepci¢n,cl,Non-Europe
996,Ollie Watkins,1,0,0,1.eng Aston Villa,eng,Europe
997,Timothy Weah,2,0,0,1.fr Marseille,fr,Europe
998,Wout Weghorst,0,0,,1.nl Ajax,nl,Europe
999,Jacob Widell Zetterstrm,0,0,,2.eng Derby County,eng,Europe
1000,Silvan Widmer,0,0,,1.de Mainz 05,de,Europe
1001,I¤aki Williams,3,0,0,1.es Athletic Club,es,Europe
1002,Nico Williams,4,2,50,1.es Athletic Club,es,Europe
1003,Ronwen Williams,0,0,,1.za Sundowns,za,Non-Europe
1004,Patrick Wimmer,1,0,0,1.de Wolfsburg,de,Europe
1005,Florian Wirtz,10,1,10,1.eng Liverpool,eng,Europe
1006,Yoane Wissa,11,3,27.3,1.eng Newcastle,eng,Europe
1007,Axel Witsel,0,0,,1.es Girona,es,Europe
1008,Nick Woltemade,2,0,0,1.eng Newcastle,eng,Europe
1009,Chris Wood,5,2,40,1.eng Nottingham,eng,Europe
1010,Haji Wright,0,0,,2.eng Coventry City,eng,Europe
1011,Granit Xhaka,9,2,22.2,1.eng Sunderland,eng,Europe
1012,Kevin Yakob,1,0,0,1.dk AGF,dk,Europe
1013,Lamine Yamal,27,12,44.4,1.es Barcelona,es,Europe
1014,Yannick,1,0,0,2.pt Farense,pt,Europe
1015,Gessime Yassine,2,1,50,1.fr Strasbourg,fr,Europe
1016,John Yeboah,8,3,37.5,2.it Venezia,it,Europe
1017,Tete Yengi,1,1,100,1.jp Machida Zelvia,jp,Non-Europe
1018,Kenan Y?ld?z,14,1,7.1,1.it Juventus,it,Europe
1019,Caleb Yirenkyi,2,1,50,1.dk Nordsjlland,dk,Europe
1020,Seol Young-woo,2,0,0,1.rs Red Star,rs,Europe
1021,Manaf Younis,0,0,,1.iq Al-Shorta,iq,Non-Europe
1022,Aria Yousefi,1,1,100,1.ir Sepahan,ir,Non-Europe
1023,Ali Yousif,0,0,,1.iq Al-Talaba,iq,Non-Europe
1024,?smail Yksek,5,0,0,1.tr Fenerbahe,tr,Europe
1025,Utkir Yusupov,0,0,,1.uz Navbahor,uz,Non-Europe
1026,Warren Zare-Emery,1,0,0,1.fr PSG,fr,Europe
1027,Denis Zakaria,5,2,40,1.fr Monaco,fr,Europe
1028,Jaroslav Zelen?,1,0,0,1.cz Sparta Prague,cz,Europe
1029,Alejandro Zendejas,1,0,0,1.mx Amrica,mx,Non-Europe
1030,Besfort Zeneli,1,1,100,1.be Union SG,be,Europe
1031,Ramiz Zerrouki,0,0,,1.nl Twente,nl,Europe
1032,Luca Zidane,0,0,,2.es Granada,es,Europe
1033,Mostafa Ziko,8,3,37.5,1.eg Pyramids FC,eg,Non-Europe
1034,David Zima,0,0,,1.cz Slavia Prague,cz,Europe
1035,Zizo,3,1,33.3,1.eg Al Ahly,eg,Non-Europe
1036,Mart¡n Zubimendi,0,0,,1.eng Arsenal,eng,Europe
1037,Themba Zwane,0,0,,1.za Sundowns,za,Non-Europe
1038,Martin ?degaard,9,3,33.3,1.eng Arsenal,eng,Europe
1039,Leo ?stigrd,3,1,33.3,1.it Genoa,it,Europe
