Rk,Player,Club,MP,Min,MinPerMatch
495,Riyad Mahrez,1.sa Al-Ahli,4.0,262.0,65.5
496,Aïssa Mandi,1.fr Lille,4.0,360.0,90.0
498,Ibrahim Maza,1.de Leverkusen,4.0,351.0,87.75
500,Ramiz Zerrouki,1.nl Twente,3.0,111.0,37.0
501,Luca Zidane,2.es Granada,3.0,270.0,90.0
502,Kerim Alajbegović,1.at RB Salzburg,4.0,277.0,69.25
503,Esmir Bajraktarevic,1.nl PSV,4.0,230.0,57.5
504,Ivan Bašić,1.kz FC Astana,3.0,179.0,59.666666666666664
505,Samed Baždar,1.de Gladbach,1.0,29.0,29.0
506,Dženis Burnić,2.de Karlsruher,2.0,16.0,8.0
508,Amar Dedić,1.pt Benfica,3.0,270.0,90.0
509,Ermedin Demirović,1.de Stuttgart,4.0,354.0,88.5
510,Edin Džeko,2.de Schalke 04,3.0,176.0,58.666666666666664
511,Armin Gigovic,1.ch Young Boys,2.0,79.0,39.5
512,Amir Hadžiahmetović,2.eng Hull City,1.0,6.0,6.0
513,Dennis Hadžikadunić,2.it Sampdoria,1.0,27.0,27.0
516,Nikola Katić,2.de Schalke 04,4.0,317.0,79.25
517,Sead Kolašinac,1.it Atalanta,4.0,337.0,84.25
518,Jovo Lukić,1.ro Univ. Cluj,2.0,67.0,33.5
519,Ermin Mahmić,1.cz Slovan Liberec,3.0,68.0,22.666666666666668
520,Arjan Malic,1.at Sturm Graz,1.0,45.0,45.0
521,Amar Memić,1.cz Viktoria Plzeň,4.0,224.0,56.0
522,Tarik Muharemovic,1.it Sassuolo,3.0,259.0,86.33333333333333
524,Stjepan Radeljić,1.hr Rijeka,2.0,180.0,90.0
525,Ivan Šunjić,1.cy Pafos FC,4.0,196.0,49.0
526,Haris Tabaković,2.de Schalke 04,1.0,16.0,16.0
527,Benjamin Tahirovic,1.dk Brøndby,4.0,237.0,59.25
528,Nikola Vasilj,1.de St Pauli,4.0,360.0,90.0
531,David Alaba,1.es Real Madrid,4.0,275.0,68.75
532,Marko Arnautović,1.rs Red Star,4.0,144.0,36.0
534,Carney Chukwuemeka,1.de Dortmund,3.0,83.0,27.666666666666668
535,Kevin Danso,1.eng Tottenham,4.0,241.0,60.25
536,Marco Friedl,1.de Werder Bremen,1.0,24.0,24.0
537,Michael Gregoritsch,1.de Augsburg,3.0,188.0,62.666666666666664
538,Florian Grillitsch,1.pt Braga,2.0,90.0,45.0
539,Saša Kalajdžić,1.at LASK,3.0,77.0,25.666666666666668
540,Konrad Laimer,1.de Bayern Munich,4.0,360.0,90.0
541,Philipp Lienhart,1.de Freiburg,2.0,180.0,90.0
543,Phillipp Mwene,1.de Mainz 05,2.0,147.0,73.5
545,Stefan Posch,1.de Mainz 05,4.0,331.0,82.75
546,Alexander Prass,1.de Hoffenheim,2.0,29.0,14.5
547,Marcel Sabitzer,1.de Dortmund,4.0,360.0,90.0
548,Alexander Schlager,1.at RB Salzburg,4.0,360.0,90.0
549,Xaver Schlager,1.de RB Leipzig,4.0,238.0,59.5
550,Romano Schmid,1.de Werder Bremen,4.0,263.0,65.75
552,Nicolas Seiwald,1.de RB Leipzig,4.0,315.0,78.75
554,Paul Wanner,1.nl PSV,4.0,234.0,58.5
556,Patrick Wimmer,1.de Wolfsburg,2.0,21.0,10.5
557,Taha Ali,1.se Malmö,2.0,37.0,18.5
558,Yasin Ayari,1.eng Brighton,4.0,339.0,84.75
559,Lucas Bergvall,1.eng Tottenham,4.0,181.0,45.25
560,Alexander Bernhardsson,2.de Holstein Kiel,3.0,217.0,72.33333333333333
562,Anthony Elanga,1.eng Newcastle,4.0,217.0,54.25
563,Gabriel Gudmundsson,1.eng Leeds United,4.0,330.0,82.5
564,Viktor Gyökeres,1.eng Arsenal,4.0,360.0,90.0
565,Isak Hien,1.it Atalanta,3.0,216.0,72.0
567,Alexander Isak,1.eng Liverpool,4.0,357.0,89.25
570,Jesper Karlström,1.it Udinese,2.0,138.0,69.0
571,Gustaf Lagerbielke,1.pt Braga,4.0,360.0,90.0
572,Victor Lindelöf,1.eng Aston Villa,4.0,356.0,89.0
573,Gustaf Nilsson,1.be Club Brugge,1.0,2.0,2.0
574,Kristoffer Nordfeldt,1.se AIK Stockholm,2.0,180.0,90.0
575,Benjamin Nygren,1.sct Celtic,4.0,130.0,32.5
576,Ken Sema,1.cy Pafos FC,1.0,16.0,16.0
578,Carl Starfelt,1.es Celta Vigo,1.0,4.0,4.0
579,Elliot Stroud,1.se Mjällby,4.0,166.0,41.5
580,Mattias Svanberg,1.de Wolfsburg,2.0,16.0,8.0
581,Daniel Svensson,1.de Dortmund,3.0,98.0,32.666666666666664
582,Jacob Widell Zetterström,2.eng Derby County,2.0,180.0,90.0
583,Besfort Zeneli,1.be Union SG,2.0,60.0,30.0
584,Jayden Adams,1.za Sundowns,3.0,116.0,38.666666666666664
585,Oswin Appollis,1.za Orlando Pirates,4.0,255.0,63.75
588,Lyle Foster,1.eng Burnley,1.0,55.0,55.0
591,Evidence Makgopa,1.za Orlando Pirates,4.0,215.0,53.75
593,Thapelo Maseko,1.cy AEL Limassol,3.0,242.0,80.66666666666667
595,Thalente Mbatha,1.za Orlando Pirates,4.0,260.0,65.0
596,Mbekezeli Mbokazi,1.us Chicago Fire,4.0,360.0,90.0
597,Aubrey Modiba,1.za Sundowns,4.0,346.0,86.5
598,Relebohile Mofokeng,1.za Orlando Pirates,3.0,169.0,56.333333333333336
599,Teboho Mokoena,1.za Sundowns,3.0,270.0,90.0
600,Tshepang Moremi,1.za Orlando Pirates,2.0,34.0,17.0
601,Khuliso Mudau,1.za Sundowns,4.0,360.0,90.0
603,Ime Okon,2.de Hannover 96,4.0,360.0,90.0
604,Iqraam Rayners,1.za Sundowns,4.0,161.0,40.25
605,Kamogelo Sebelebele,1.za Orlando Pirates,1.0,7.0,7.0
606,Nkosinathi Sibisi,1.za Orlando Pirates,1.0,90.0,90.0
607,Sphephelo Sithole,1.pt Tondela,3.0,229.0,76.33333333333333
608,Ronwen Williams,1.za Sundowns,4.0,360.0,90.0
609,Themba Zwane,1.za Sundowns,1.0,23.0,23.0
610,Jordy Alcivar,1.ec Independiente,1.0,45.0,45.0
611,Nilson Angulo,1.eng Sunderland,4.0,218.0,54.5
613,Jordy Caicedo,1.ar Huracán,3.0,20.0,6.666666666666667
614,Moisés Caicedo,1.eng Chelsea,4.0,360.0,90.0
616,Pervis Estupiñán,1.it Milan,2.0,89.0,44.5
617,Alan Franco,1.br Atlético Mineiro,4.0,251.0,62.75
618,Hernán Galíndez,1.ar Huracán,4.0,360.0,90.0
619,Piero Hincapié,1.eng Arsenal,4.0,339.0,84.75
620,Yaimar Medina,1.be Genk,1.0,45.0,45.0
621,Alan Minda,1.br Atlético Mineiro,1.0,55.0,55.0
622,Joel Ordóñez,1.be Club Brugge,3.0,225.0,75.0
623,Willian Pacho,1.fr PSG,4.0,360.0,90.0
624,Kendry Páez,1.ar River Plate,1.0,12.0,12.0
625,Gonzalo Plata,1.br Flamengo,4.0,360.0,90.0
626,Jackson Porozo,1.mx Tijuana,1.0,29.0,29.0
627,Ángelo Preciado,1.br Atlético Mineiro,4.0,109.0,27.25
629,Kevin Rodríguez,1.be Union SG,4.0,118.0,29.5
630,Félix Torres Caicedo,1.br Internacional,1.0,6.0,6.0
632,Enner Valencia,1.mx Pachuca,4.0,287.0,71.75
634,Pedro Vite,1.mx UNAM,4.0,360.0,90.0
635,John Yeboah,2.it Venezia,4.0,311.0,77.75
636,Jonas Adjetey,1.de Wolfsburg,3.0,225.0,75.0
638,Benjamin Asare,1.gh Accra Hearts of Oak,3.0,225.0,75.0
639,Lawrence Ati-Zigi,1.ch St. Gallen,2.0,135.0,67.5
640,Jordan Ayew,2.eng Leicester City,4.0,300.0,75.0
643,Abdul Fatawu Issahaku,2.eng Leicester City,4.0,132.0,33.0
644,Prince Kwabena Adu,1.cz Viktoria Plzeň,3.0,39.0,13.0
645,Derrick Luckassen,1.cy Pafos FC,2.0,180.0,90.0
646,Gideon Mensah,1.fr Auxerre,4.0,360.0,90.0
648,Ernest Nuamah,1.fr Lyon,3.0,89.0,29.666666666666668
649,Jerome Opoku,1.tr Başakşehir,3.0,270.0,90.0
650,Elisha Owusu,1.fr Auxerre,3.0,151.0,50.333333333333336
651,Thomas Partey,1.es Villarreal,3.0,270.0,90.0
652,Kojo Peprah Oppong,1.fr Nice,2.0,49.0,24.5
653,Abdul Rahman Baba,1.gr PAOK,1.0,1.0,1.0
654,Alidu Seidu,1.fr Rennes,1.0,78.0,78.0
655,Antoine Semenyo,1.eng Manchester City,4.0,360.0,90.0
656,Marvin Senaya,1.fr Auxerre,4.0,278.0,69.5
657,Kwasi Sibo,1.es Oviedo,4.0,248.0,62.0
658,Kamaldeen Sulemana,1.us Atlanta Utd,2.0,127.0,63.5
659,Brandon Thomas-Asante,2.eng Coventry City,2.0,53.0,26.5
660,Iñaki Williams,1.es Athletic Club,2.0,126.0,63.0
661,Caleb Yirenkyi,1.dk Nordsjælland,4.0,264.0,66.0
662,Cédric Bakambu,1.es Real Betis,3.0,190.0,63.333333333333336
663,Simon Banza,1.ae Al Jazira Club,2.0,40.0,20.0
665,Theo Bongonda,1.ru Spartak Moscow,2.0,34.0,17.0
667,Brian Cipenga,2.es Castellón,2.0,146.0,73.0
668,Meschak Elia,1.tr Alanyaspor,2.0,46.0,23.0
672,Gédéon Kalulu,1.cy Aris Limassol,1.0,6.0,6.0
673,Steve Kapuadi,1.pl Widzew Łódź,2.0,180.0,90.0
674,Edo Kayembe,2.eng Watford,3.0,160.0,53.333333333333336
675,Joris Kayembe,1.be Genk,4.0,45.0,11.25
676,Arthur Masuaku,1.fr Lens,4.0,315.0,78.75
677,Fiston Mayele,1.eg Pyramids FC,2.0,42.0,21.0
678,Chancel Mbemba,1.fr Lille,4.0,360.0,90.0
679,Nathanaël Mbuku,2.fr Montpellier,3.0,143.0,47.666666666666664
680,Samuel Moutoussamy,1.gr Atromitos,4.0,330.0,82.5
681,Lionel Mpasi,1.fr Le Havre,4.0,360.0,90.0
682,Ngal'Ayel Mukau,1.fr Lille,4.0,195.0,48.75
683,Charles Pickel,1.es Espanyol,2.0,35.0,17.5
684,Noah Sadiki,1.eng Sunderland,4.0,259.0,64.75
686,Axel Tuanzebe,1.eng Burnley,4.0,360.0,90.0
687,Aaron Wan-Bissaka,1.eng West Ham,4.0,354.0,88.5
688,Yoane Wissa,1.eng Newcastle,4.0,360.0,90.0
689,Patrick Beach,1.au Melb City,4.0,388.0,90.0
690,Aziz Behich,1.au Melb City,3.0,217.0,72.33333333333333
691,Jordy Bos,1.nl Feyenoord,4.0,308.0,77.0
692,Cameron Burgess,2.eng Swansea City,2.0,135.0,67.5
693,Alessandro Circati,1.it Parma,4.0,390.0,90.0
696,Jason Geria,2.jp Albirex Niigata,2.0,62.0,31.0
697,Lucas Herrington,1.us Colorado Rapids,2.0,210.0,90.0
698,Ajdin Hrustic,1.nl Heracles Almelo,2.0,80.0,40.0
699,Nestory Irankunda,2.eng Watford,4.0,261.0,65.25
700,Jackson Irvine,1.de St Pauli,4.0,223.0,55.75
701,Jacob Italiano,1.at Grazer AK,2.0,163.0,81.5
703,Mathew Leckie,1.au Melb City,1.0,60.0,60.0
704,Awer Mabil,2.es Castellón,1.0,30.0,30.0
705,Connor Metcalfe,1.de St Pauli,4.0,315.0,78.75
706,Aiden O'Neill,1.us NYCFC,4.0,360.0,90.0
707,Paul Okon-Engstler,1.au Sydney FC,4.0,197.0,49.25
708,Mathew Ryan,1.es Levante,1.0,2.0,2.0
709,Harry Souttar,2.eng Leicester City,4.0,390.0,90.0
710,Mo Touré,2.eng Norwich City,3.0,165.0,55.0
711,Kai Trewin,1.us NYCFC,1.0,75.0,75.0
712,Nishan Velupillay,1.au Melb. Victory,2.0,75.0,37.5
713,Cristian Volpato,1.it Sassuolo,3.0,160.0,53.333333333333336
714,Tete Yengi,1.jp Machida Zelvia,2.0,24.0,12.0
715,Ritsu Doan,1.de Frankfurt,4.0,278.0,69.5
717,Keisuke Gotō,1.be Sint-Truiden,1.0,7.0,7.0
719,Ko Itakura,1.nl Ajax,2.0,128.0,64.0
720,Hiroki Ito,1.de Bayern Munich,4.0,360.0,90.0
721,Junya Itō,1.be Genk,4.0,216.0,54.0
722,Daichi Kamada,1.eng Crystal Palace,4.0,329.0,82.25
723,Takefusa Kubo,1.es Real Sociedad,1.0,74.0,74.0
724,Shuto Machino,1.de Gladbach,1.0,13.0,13.0
725,Daizen Maeda,1.sct Celtic,3.0,244.0,81.33333333333333
726,Yūto Nagatomo,1.jp FC Tokyo,1.0,16.0,16.0
727,Keito Nakamura,2.fr Reims,4.0,307.0,76.75
728,Kōki Ogawa,1.nl NEC Nijmegen,3.0,42.0,14.0
730,Kaishū Sano,1.de Mainz 05,3.0,270.0,90.0
731,Ayumu Seko,1.fr Le Havre,2.0,86.0,43.0
732,Kento Shiogai,1.de Wolfsburg,1.0,7.0,7.0
733,Yukinari Sugawara,1.de Werder Bremen,4.0,148.0,37.0
734,Junnosuke Suzuki,1.dk FC Copenhagen,2.0,43.0,21.5
735,Yuito Suzuki,1.de Freiburg,1.0,12.0,12.0
736,Zion Suzuki,1.it Parma,4.0,360.0,90.0
737,Ao Tanaka,1.eng Leeds United,3.0,193.0,64.33333333333333
738,Shogo Taniguchi,1.be Sint-Truiden,3.0,232.0,77.33333333333333
739,Takehiro Tomiyasu,1.nl Ajax,3.0,184.0,61.333333333333336
740,Ayase Ueda,1.nl Feyenoord,4.0,321.0,80.25
741,Tsuyoshi Watanabe,1.nl Feyenoord,2.0,90.0,45.0
742,Martin Baturina,1.it Como,4.0,321.0,80.25
743,Ante Budimir,1.es Osasuna,3.0,155.0,51.666666666666664
747,Joško Gvardiol,1.eng Manchester City,4.0,139.0,34.75
750,Mateo Kovačić,1.eng Manchester City,4.0,270.0,67.5
751,Andrej Kramarić,1.de Hoffenheim,3.0,59.0,19.666666666666668
752,Dominik Livaković,1.hr Dinamo Zagreb,4.0,360.0,90.0
753,Igor Matanović,1.de Freiburg,3.0,95.0,31.666666666666668
754,Luka Modrić,1.it Milan,4.0,317.0,79.25
756,Petar Musa,1.us FC Dallas,2.0,110.0,55.0
758,Marco Pašalić,1.us Orlando City,3.0,99.0,33.0
759,Mario Pašalić,1.it Atalanta,4.0,123.0,30.75
760,Ivan Perišić,1.nl PSV,4.0,360.0,90.0
761,Marin Pongračić,1.it Fiorentina,3.0,270.0,90.0
762,Josip Stanišić,1.de Bayern Munich,4.0,360.0,90.0
763,Luka Sučić,1.es Real Sociedad,1.0,19.0,19.0
764,Petar Sučić,1.it Inter,4.0,289.0,72.25
765,Josip Šutalo,1.nl Ajax,4.0,360.0,90.0
766,Nikola Vlašić,1.it Torino,3.0,189.0,63.0
767,Luka Vušković,1.de Hamburger SV,1.0,65.0,65.0
768,Simon Adingra,1.fr Monaco,1.0,16.0,16.0
769,Emmanuel Agbadou,1.tr Beşiktaş,3.0,270.0,90.0
771,Ange-Yoan Bonny,1.it Inter,4.0,234.0,58.5
772,Oumar Diakité,1.be Cercle Brugge,2.0,28.0,14.0
773,Amad Diallo,1.eng Manchester Utd,4.0,185.0,46.25
774,Ousmane Diomande,1.pt Sporting CP,1.0,90.0,90.0
775,Yan Diomandé,1.de RB Leipzig,4.0,329.0,82.25
776,Guéla Doué,1.fr Strasbourg,4.0,277.0,69.25
777,Seko Fofana,1.pt Porto,2.0,92.0,46.0
778,Yahia Fofana,1.tr Rizespor,4.0,360.0,90.0
779,Evann Guessand,1.eng Crystal Palace,2.0,17.0,8.5
781,Christ Inao Oulaï,1.tr Trabzonspor,4.0,208.0,52.0
782,Franck Kessié,1.sa Al-Ahli,4.0,346.0,86.5
783,Ghislain Konan,1.pt Gil Vicente FC,3.0,269.0,89.66666666666667
785,Odilon Kossounou,1.it Atalanta,4.0,272.0,68.0
788,Christopher Opéri,1.tr Başakşehir,1.0,90.0,90.0
789,Nicolas Pépé,1.es Villarreal,4.0,234.0,58.5
790,Ibrahim Sangaré,1.eng Nottingham,4.0,268.0,67.0
791,Jean Seri,1.si NK Maribor,1.0,14.0,14.0
792,Wilfried Singo,1.tr Galatasaray,2.0,171.0,85.5
793,Bazoumana Touré,1.de Hoffenheim,3.0,80.0,26.666666666666668
794,Elye Wahi,1.fr Nice,3.0,110.0,36.666666666666664
795,Nadiem Amiri,1.de Mainz 05,2.0,42.0,21.0
796,Waldemar Anton,1.de Dortmund,2.0,50.0,25.0
798,Maximilian Beier,1.de Dortmund,1.0,27.0,27.0
799,Nathaniel Brown,1.de Frankfurt,3.0,282.0,90.0
800,Leon Goretzka,1.de Bayern Munich,3.0,99.0,33.0
801,Pascal Groß,1.eng Brighton,1.0,18.0,18.0
802,Kai Havertz,1.eng Arsenal,4.0,353.0,88.25
804,Joshua Kimmich,1.de Bayern Munich,4.0,351.0,87.75
805,Jamie Leweling,1.de Stuttgart,1.0,31.0,31.0
806,Jamal Musiala,1.de Bayern Munich,4.0,270.0,67.5
807,Manuel Neuer,1.de Bayern Munich,4.0,390.0,90.0
808,Felix Nmecha,1.de Dortmund,4.0,270.0,67.5
811,Aleksandar Pavlovic,1.de Bayern Munich,4.0,272.0,68.0
812,David Raum,1.de RB Leipzig,2.0,108.0,54.0
813,Antonio Rüdiger,1.es Real Madrid,4.0,262.0,65.5
814,Leroy Sané,1.tr Galatasaray,4.0,326.0,81.5
815,Nico Schlotterbeck,1.de Dortmund,2.0,135.0,67.5
816,Angelo Stiller,1.de Stuttgart,1.0,45.0,45.0
817,Jonathan Tah,1.de Bayern Munich,4.0,372.0,90.0
818,Malick Thiaw,1.eng Newcastle,2.0,42.0,21.0
819,Deniz Undav,1.de Stuttgart,4.0,151.0,37.75
820,Florian Wirtz,1.eng Liverpool,4.0,361.0,90.0
821,Nick Woltemade,1.eng Newcastle,1.0,33.0,33.0
822,Nathan Aké,1.eng Manchester City,3.0,170.0,56.666666666666664
823,Brian Brobbey,1.eng Sunderland,4.0,223.0,55.75
824,Denzel Dumfries,1.it Inter,4.0,390.0,90.0
826,Cody Gakpo,1.eng Liverpool,4.0,368.0,90.0
828,Ryan Gravenberch,1.eng Liverpool,4.0,345.0,86.25
829,Jorrel Hato,1.eng Chelsea,1.0,35.0,35.0
830,Jan Paul van Hecke,1.eng Brighton,4.0,390.0,90.0
831,Frenkie de Jong,1.es Barcelona,4.0,328.0,82.0
832,Justin Kluivert,1.eng Bournemouth,2.0,27.0,13.5
833,Teun Koopmeiners,1.it Juventus,4.0,122.0,30.5
834,Noa Lang,1.tr Galatasaray,2.0,8.0,4.0
835,Donyell Malen,1.it Roma,3.0,185.0,61.666666666666664
836,Memphis,1.br Corinthians,3.0,54.0,18.0
837,Tijjani Reijnders,1.eng Manchester City,3.0,199.0,66.33333333333333
839,Marten de Roon,1.it Atalanta,1.0,11.0,11.0
840,Crysencio Summerville,1.eng West Ham,4.0,253.0,63.25
841,Guus Til,1.nl PSV,1.0,32.0,32.0
843,Quinten Timber,1.fr Marseille,2.0,55.0,27.5
844,Virgil van Dijk,1.eng Liverpool,4.0,390.0,90.0
845,Micky van de Ven,1.eng Tottenham,3.0,265.0,88.33333333333333
846,Bart Verbruggen,1.eng Brighton,4.0,390.0,90.0
847,Wout Weghorst,1.nl Ajax,1.0,50.0,50.0
849,Omar Alderete,1.eng Sunderland,4.0,320.0,80.0
850,Miguel Almirón,1.us Atlanta Utd,4.0,282.0,70.5
851,Júnior Alonso,1.br Atlético Mineiro,5.0,390.0,78.0
852,Álex Arce,1.ar Ind. Rivadavia,2.0,53.0,26.5
853,Gabriel Ávalos,1.ar Independiente,4.0,141.0,35.25
854,Fabián Balbuena,1.br Grêmio,1.0,1.0,1.0
855,Damián Bobadilla,1.br São Paulo,4.0,189.0,47.25
856,Gustavo Caballero,2.eng Portsmouth,2.0,96.0,48.0
857,Juan Cáceres,1.ru Dynamo Moskva,5.0,436.0,87.2
858,José Canale,1.ar Lanús,4.0,161.0,40.25
859,Andrés Cubas,1.us Vancouver,5.0,480.0,90.0
860,Julio Enciso,1.fr Strasbourg,5.0,386.0,77.2
862,Matías Galarza,1.us Atlanta Utd,4.0,388.0,90.0
863,Orlando Gill,1.py San Lorenzo,5.0,480.0,90.0
864,Diego Gómez,1.eng Brighton,4.0,304.0,76.0
865,Gustavo Gómez,1.br Palmeiras,5.0,480.0,90.0
866,Kaku,1.ae Al Ain,1.0,11.0,11.0
867,Alexandro Maidana,1.ar Talleres–C,2.0,55.0,27.5
868,Mauricio,1.br Palmeiras,4.0,173.0,43.25
869,Braian Ojeda,1.us Orlando City,1.0,22.0,22.0
871,Isidro Pitta,1.br RB Bragantino,1.0,45.0,45.0
872,Antonio Sanabria,1.it Cremonese,2.0,83.0,41.5
873,Ramón Sosa,1.br Palmeiras,1.0,12.0,12.0
874,Gustavo Velásquez,1.py Cerro Porteño,5.0,246.0,49.2
875,Hamza Abdelkarim,4.es Barcelona B,4.0,60.0,15.0
876,Hossam Abdelmaguid,1.eg Zamalek SC,2.0,59.0,29.5
877,Mohamed Abdelmonem,1.fr Nice,2.0,14.0,7.0
878,Ibrahim Adel,1.dk Nordsjælland,1.0,3.0,3.0
881,Emam Ashour,1.eg Al Ahly,5.0,362.0,72.4
882,Marwan Attia,1.eg Al Ahly,5.0,434.0,86.8
884,Hamdy Fathy,1.qa Al-Wakrah,4.0,238.0,59.5
885,Ahmed Fatouh,1.eg Zamalek SC,3.0,267.0,89.0
886,Karim Hafez,1.eg Pyramids FC,3.0,172.0,57.333333333333336
887,Mohamed Hany,1.eg Al Ahly,5.0,480.0,90.0
888,Haissem Hassan,1.es Oviedo,2.0,126.0,63.0
889,Yasser Ibrahim,1.eg Al Ahly,5.0,467.0,90.0
891,Omar Marmoush,1.eng Manchester City,5.0,326.0,65.2
893,Ramy Rabia,1.ae Al Ain,5.0,372.0,74.4
894,Mahmoud Saber,1.eg ZED,2.0,46.0,23.0
895,Mohamed Salah,1.eng Liverpool,5.0,425.0,85.0
897,Mostafa Shobeir,1.eg Al Ahly,5.0,480.0,90.0
898,Trézéguet,1.eg Al Ahly,4.0,164.0,41.0
899,Mostafa Ziko,1.eg Pyramids FC,5.0,370.0,74.0
900,Zizo,1.eg Al Ahly,4.0,56.0,14.0
901,Ali Ahmed,2.eng Norwich City,4.0,234.0,58.5
902,Moïse Bombito,1.fr Nice,3.0,193.0,64.33333333333333
903,Tajon Buchanan,1.es Villarreal,5.0,376.0,75.2
904,Mathieu Choinière,1.us LAFC,1.0,57.0,57.0
905,Derek Cornelius,1.fr Marseille,4.0,315.0,78.75
906,Maxime Crépeau,1.us Orlando City,5.0,450.0,90.0
907,Jonathan David,1.it Juventus,5.0,420.0,84.0
908,Promise David,1.be Union SG,4.0,80.0,20.0
909,Alphonso Davies,1.de Bayern Munich,1.0,16.0,16.0
910,Luc De Fougerolles,1.eng Fulham,5.0,372.0,74.4
911,Stephen Eustáquio,1.pt Porto,5.0,392.0,78.4
914,Alistair Johnston,1.sct Celtic,5.0,450.0,90.0
916,Ismaël Koné,1.it Sassuolo,2.0,146.0,73.0
917,Cyle Larin,1.es Mallorca,4.0,190.0,47.5
918,Richie Laryea,1.us Toronto FC,5.0,429.0,85.8
919,Liam Millar,2.eng Hull City,3.0,162.0,54.0
920,Jayden Nelson,1.us Austin FC,1.0,4.0,4.0
921,Tani Oluwaseyi,1.es Villarreal,5.0,259.0,51.8
922,Jonathan Osorio,1.us Toronto FC,2.0,5.0,2.5
923,Nathan Saliba,1.be Anderlecht,3.0,182.0,60.666666666666664
924,Jacob Shaffelburg,1.us LAFC,5.0,92.0,18.4
925,Niko Sigur,1.hr Hajduk Split,3.0,126.0,42.0
928,Tomás Araújo,1.pt Benfica,1.0,90.0,90.0
929,João Cancelo,1.es Barcelona,5.0,312.0,62.4
930,Francisco Conceição,1.it Juventus,4.0,126.0,31.5
931,Diogo Costa,1.pt Porto,5.0,450.0,90.0
932,Samu Costa,1.es Mallorca,1.0,21.0,21.0
933,Diogo Dalot,1.eng Manchester Utd,2.0,65.0,32.5
934,Rúben Dias,1.eng Manchester City,4.0,360.0,90.0
935,João Félix,1.sa Al-Nassr,3.0,201.0,67.0
936,Bruno Fernandes,1.eng Manchester Utd,5.0,422.0,84.4
939,Rafael Leão,1.it Milan,5.0,158.0,31.6
940,Nuno Mendes,1.fr PSG,5.0,395.0,79.0
941,Pedro Neto,1.eng Chelsea,5.0,350.0,70.0
942,João Neves,1.fr PSG,5.0,390.0,78.0
943,Rúben Neves,1.sa Al-Hilal,2.0,55.0,27.5
944,Matheus Nunes,1.eng Manchester City,1.0,1.0,1.0
945,Gonçalo Ramos,1.fr PSG,2.0,36.0,18.0
946,Cristiano Ronaldo,1.sa Al-Nassr,5.0,440.0,88.0
948,Nélson Semedo,1.tr Fenerbahçe,4.0,127.0,31.75
949,Bernardo Silva,1.eng Manchester City,4.0,97.0,24.25
951,Francisco Trincão,1.pt Sporting CP,1.0,28.0,28.0
952,Renato Veiga,1.es Villarreal,5.0,450.0,90.0
953,Vitinha,1.fr PSG,5.0,376.0,75.2
954,Brenden Aaronson,1.eng Leeds United,1.0,76.0,76.0
955,Tyler Adams,1.eng Bournemouth,4.0,341.0,85.25
956,Max Arfsten,1.us Columbus Crew,1.0,1.0,1.0
957,Folarin Balogun,1.fr Monaco,4.0,312.0,78.0
958,Sebastian Berhalter,1.us Vancouver,5.0,187.0,37.4
960,Sergiño Dest,1.nl PSV,5.0,297.0,59.4
961,Alex Freeman,1.es Villarreal,5.0,374.0,74.8
962,Matt Freese,1.us NYCFC,4.0,360.0,90.0
963,Weston McKennie,1.it Juventus,5.0,443.0,88.6
964,Mark McKenzie,1.fr Toulouse,1.0,90.0,90.0
965,Ricardo Pepi,1.nl PSV,5.0,204.0,40.8
966,Christian Pulisic,1.it Milan,4.0,223.0,55.75
967,Tim Ream,1.us Charlotte,4.0,360.0,90.0
968,Gio Reyna,1.de Gladbach,5.0,131.0,26.2
969,Chris Richards,1.eng Crystal Palace,4.0,360.0,90.0
970,Antonee Robinson,1.eng Fulham,4.0,348.0,87.0
971,Miles Robinson,1.us FC Cincinnati,1.0,90.0,90.0
973,Joe Scally,1.de Gladbach,2.0,87.0,43.5
974,Malik Tillman,1.de Leverkusen,5.0,356.0,71.2
975,Auston Trusty,1.sct Celtic,2.0,101.0,50.5
976,Matt Turner,1.us NE Revolution,1.0,90.0,90.0
977,Timothy Weah,1.fr Marseille,2.0,76.0,38.0
978,Haji Wright,2.eng Coventry City,2.0,2.0,1.0
979,Alejandro Zendejas,1.mx América,1.0,14.0,14.0
980,Alisson,1.eng Liverpool,5.0,450.0,90.0
982,Casemiro,1.eng Manchester Utd,5.0,379.0,75.8
983,Matheus Cunha,1.eng Manchester Utd,5.0,290.0,58.0
984,Danilo,1.br Flamengo,5.0,405.0,81.0
985,Endrick,1.fr Lyon,4.0,114.0,28.5
986,Fabinho,1.sa Al-Ittihad,3.0,71.0,23.666666666666668
987,Bruno Guimarães,1.eng Newcastle,5.0,416.0,83.2
988,Luiz Henrique,1.ru Zenit,1.0,29.0,29.0
989,Roger Ibanez,1.sa Al-Ahli,1.0,45.0,45.0
990,Vinicius Júnior,1.es Real Madrid,5.0,440.0,88.0
991,Gabriel Magalhães,1.eng Arsenal,5.0,450.0,90.0
992,Marquinhos,1.fr PSG,5.0,450.0,90.0
993,Gabriel Martinelli,1.eng Arsenal,4.0,143.0,35.75
995,Neymar,1.br Santos,2.0,39.0,19.5
996,Lucas Paquetá,1.br Flamengo,4.0,233.0,58.25
998,Raphinha,1.es Barcelona,2.0,129.0,64.5
999,Rayan,1.eng Bournemouth,4.0,288.0,72.0
1000,Alex Sandro,1.br Flamengo,1.0,9.0,9.0
