Rk,Player,Club,MP,Min,MinPerMatch
1001,Danilo Santos,1.br Botafogo–RJ,4.0,46.0,11.5
1002,Douglas Santos,1.ru Zenit,5.0,441.0,88.2
1003,Éderson Silva,1.it Atalanta,2.0,22.0,11.0
1004,Igor Thiago,1.eng Brentford,1.0,61.0,61.0
1007,Jhon Arias,1.br Palmeiras,5.0,377.0,75.4
1008,Santiago Arias,1.ar Independiente,1.0,86.0,86.0
1010,Jaminton Campaz,1.ar Rosario Central,3.0,75.0,25.0
1012,Kevin Castaño,1.ar River Plate,2.0,16.0,8.0
1013,Jhon Córdoba,1.ru Krasnodar,3.0,99.0,33.0
1014,Cucho,1.es Real Betis,2.0,50.0,25.0
1016,Luis Díaz,1.de Bayern Munich,5.0,478.0,90.0
1018,Andrés Gómez,1.br Vasco da Gama,1.0,1.0,1.0
1019,Jefferson Lerma,1.eng Crystal Palace,5.0,410.0,82.0
1020,Jhon Lucumí,1.it Bologna,5.0,478.0,90.0
1021,Deiver Machado,1.fr Nantes,1.0,90.0,90.0
1022,Yerry Mina,1.it Cagliari,1.0,2.0,2.0
1023,Johan Mojica,1.es Mallorca,4.0,390.0,90.0
1024,Daniel Muñoz,1.eng Crystal Palace,5.0,394.0,78.8
1026,Gustavo Puerta,2.es Racing Sant,5.0,469.0,90.0
1027,Juan Quintero,1.ar River Plate,4.0,121.0,30.25
1028,Richard Ríos,1.pt Benfica,5.0,140.0,28.0
1029,James Rodríguez,1.us Minnesota Utd,5.0,313.0,62.6
1030,Davinson Sánchez,1.tr Galatasaray,5.0,480.0,90.0
1031,Luis Suárez,1.pt Sporting CP,5.0,331.0,66.2
1032,Camilo Vargas,1.mx Atlas,5.0,480.0,90.0
1034,Roberto Alvarado,1.mx Guadalajara,5.0,428.0,85.6
1035,Edson Álvarez,1.eng West Ham,4.0,240.0,60.0
1036,Luis Chávez,1.ru Dynamo Moskva,1.0,25.0,25.0
1037,Mateo Chávez,1.nl AZ Alkmaar,1.0,77.0,77.0
1038,Álvaro Fidalgo,1.es Real Betis,3.0,96.0,32.0
1039,Jesús Gallardo,1.mx Toluca,5.0,373.0,74.6
1040,Santiago Giménez,1.it Milan,4.0,86.0,21.5
1041,Armando González,1.mx Guadalajara,1.0,15.0,15.0
1042,Brian Gutiérrez,1.mx Guadalajara,4.0,198.0,49.5
1043,César Huerta,1.be Anderlecht,1.0,7.0,7.0
1044,Raúl Jiménez,1.eng Fulham,4.0,317.0,79.25
1045,Erik Lira,1.mx Cruz Azul,4.0,345.0,86.25
1046,Guillermo Martínez Ayala,1.mx UNAM,2.0,72.0,36.0
1047,César Montes,1.ru Loko Moscow,4.0,314.0,78.5
1048,Gilberto Mora,1.mx Tijuana,4.0,213.0,53.25
1049,Guillermo Ochoa,1.cy AEL Limassol,1.0,13.0,13.0
1050,Orbelín Pineda,1.gr AEK Athens,2.0,31.0,15.5
1051,Julián Quiñones,1.sa Al-Qadsiah,5.0,410.0,82.0
1052,Raúl Rangel,1.mx Guadalajara,5.0,437.0,87.4
1053,Israel Reyes,1.mx América,4.0,202.0,50.5
1054,Luis Romo,1.mx Guadalajara,4.0,264.0,66.0
1055,Jorge Sánchez,1.gr PAOK,4.0,348.0,87.0
1056,Obed Vargas,1.es Atlético Madrid,3.0,66.0,22.0
1057,Johan Vásquez,1.it Genoa,4.0,360.0,90.0
1058,Alexis Vega,1.mx Toluca,1.0,12.0,12.0
1059,Michel Aebischer,1.it Pisa,4.0,156.0,39.0
1060,Manuel Akanji,1.it Inter,6.0,600.0,90.0
1061,Zeki Amdouni,1.eng Burnley,4.0,73.0,18.25
1063,Eray Cömert,1.es Valencia,1.0,31.0,31.0
1064,Nico Elvedi,1.de Gladbach,6.0,600.0,90.0
1065,Breel Embolo,1.fr Rennes,6.0,501.0,83.5
1066,Christian Fassnacht,1.ch Young Boys,1.0,6.0,6.0
1067,Remo Freuler,1.it Bologna,6.0,592.0,90.0
1068,Cedric Itten,2.de Düsseldorf,3.0,42.0,14.0
1069,Luca Jaquez,1.de Stuttgart,2.0,78.0,39.0
1070,Ardon Jashari,1.it Milan,3.0,72.0,24.0
1072,Gregor Kobel,1.de Dortmund,6.0,600.0,90.0
1073,Johan Manzambi,1.de Freiburg,4.0,199.0,49.75
1074,Miro Muheim,1.de Hamburger SV,3.0,87.0,29.0
1076,Dan Ndoye,1.eng Nottingham,6.0,406.0,67.66666666666667
1077,Noah Okafor,1.eng Leeds United,1.0,20.0,20.0
1078,Fabian Rieder,1.de Augsburg,5.0,302.0,60.4
1079,Ricardo Rodríguez,1.es Real Betis,6.0,517.0,86.16666666666667
1080,Djibril Sow,1.es Sevilla,4.0,253.0,63.25
1081,Ruben Vargas,1.es Sevilla,6.0,284.0,47.333333333333336
1082,Silvan Widmer,1.de Mainz 05,5.0,175.0,35.0
1083,Granit Xhaka,1.eng Sunderland,6.0,600.0,90.0
1084,Denis Zakaria,1.fr Monaco,4.0,357.0,89.25
1086,Ayoube Amaimouni,1.de Frankfurt,2.0,18.0,9.0
1087,Sofyan Amrabat,1.es Real Betis,3.0,147.0,49.0
1088,Neil El Aynaoui,1.it Roma,6.0,562.0,90.0
1090,Ayyoub Bouaddi,1.fr Lille,5.0,381.0,76.2
1091,Yassine Bounou,1.sa Al-Hilal,6.0,570.0,90.0
1092,Brahim Díaz,1.es Real Madrid,6.0,457.0,76.16666666666667
1093,Issa Diop,1.eng Fulham,5.0,476.0,90.0
1095,Achraf Hakimi,1.fr PSG,6.0,570.0,90.0
1096,Redouane Halhal,1.be Mechelen,2.0,180.0,90.0
1097,Ayoub El Kaabi,1.gr Olympiacos,1.0,69.0,69.0
1098,Bilal El Khannouss,1.de Stuttgart,6.0,461.0,76.83333333333333
1099,Noussair Mazraoui,1.eng Manchester Utd,6.0,477.0,79.5
1100,Samir El Mourabet,1.fr Strasbourg,5.0,81.0,16.2
1102,Zakaria El Ouahdi,1.be Genk,1.0,17.0,17.0
1103,Azzedine Ounahi,1.es Girona,6.0,435.0,72.5
1104,Soufiane Rahimi,1.ae Al Ain,6.0,163.0,27.166666666666668
1106,Chadi Riad,1.eng Crystal Palace,4.0,344.0,86.0
1107,Marwane Saâdane,1.sa Al-Fateh,1.0,4.0,4.0
1108,Ismael Saibari,1.nl PSV,5.0,381.0,76.2
1109,Anass Salah-Eddine,1.nl PSV,4.0,212.0,53.0
1110,Amine Sbai,1.fr Angers,1.0,6.0,6.0
1111,Chemsdine Talbi,1.eng Sunderland,5.0,179.0,35.8
1112,Gessime Yassine,1.fr Strasbourg,3.0,80.0,26.666666666666668
1113,Timothy Castagne,1.eng Fulham,6.0,478.0,79.66666666666667
1114,Thibaut Courtois,1.es Real Madrid,6.0,550.0,90.0
1115,Kevin De Bruyne,1.it Napoli,5.0,382.0,76.4
1116,Maxim De Cuyper,1.eng Brighton,6.0,442.0,73.66666666666667
1117,Charles De Ketelaere,1.it Atalanta,5.0,350.0,70.0
1120,Jeremy Doku,1.eng Manchester City,5.0,309.0,61.8
1121,Matias Fernandez-Pardo,1.fr Lille,3.0,44.0,14.666666666666666
1122,Senne Lammens,1.eng Manchester Utd,1.0,20.0,20.0
1123,Romelu Lukaku,1.it Napoli,6.0,233.0,38.833333333333336
1124,Dodi Lukebakio,1.pt Benfica,3.0,164.0,54.666666666666664
1125,Brandon Mechele,1.be Club Brugge,6.0,570.0,90.0
1126,Thomas Meunier,1.fr Lille,3.0,190.0,63.333333333333336
1127,Diego Moreira,1.fr Strasbourg,1.0,58.0,58.0
1128,Nathan Ngoy,1.fr Lille,4.0,335.0,83.75
1129,Amadou Onana,1.eng Aston Villa,4.0,106.0,26.5
1131,Nicolas Raskin,1.sct Rangers,6.0,341.0,56.833333333333336
1132,Alexis Saelemaekers,1.it Milan,4.0,83.0,20.75
1133,Joaquin Seys,1.be Club Brugge,1.0,30.0,30.0
1134,Arthur Theate,1.de Frankfurt,3.0,228.0,76.0
1135,Youri Tielemans,1.eng Aston Villa,5.0,474.0,90.0
1136,Leandro Trossard,1.eng Arsenal,6.0,506.0,84.33333333333333
1137,Hans Vanaken,1.be Club Brugge,6.0,319.0,53.166666666666664
1138,Axel Witsel,1.es Girona,2.0,33.0,16.5
1139,Thelo Aasgaard,1.sct Rangers,1.0,90.0,90.0
1140,Kristoffer Ajer,1.eng Brentford,5.0,480.0,90.0
1141,Fredrik André Bjørkan,1.no Bodø/Glimt,1.0,45.0,45.0
1142,Fredrik Aursnes,1.pt Benfica,6.0,304.0,50.666666666666664
1143,Patrick Berg,1.no Bodø/Glimt,6.0,445.0,74.16666666666667
1144,Sander Berge,1.eng Fulham,5.0,480.0,90.0
1145,Oscar Bobb,1.eng Fulham,6.0,225.0,37.5
1146,Henrik Falchener,1.no Viking,1.0,65.0,65.0
1147,Erling Haaland,1.eng Manchester City,5.0,465.0,90.0
1148,Torbjørn Heggem,1.it Bologna,5.0,443.0,88.6
1149,Sondre Langås,2.eng Derby County,1.0,25.0,25.0
1150,David Møller Wolfe,1.eng Wolves,5.0,430.0,86.0
1151,Antonio Nusa,1.de RB Leipzig,6.0,318.0,53.0
1152,Ørjan Nyland,1.es Sevilla,5.0,480.0,90.0
1153,Marcus Pedersen,1.it Torino,4.0,236.0,59.0
1154,Jens Petter Hauge,1.no Bodø/Glimt,1.0,8.0,8.0
1155,Julian Ryerson,1.de Dortmund,4.0,223.0,55.75
1156,Andreas Schjelderup,1.pt Benfica,6.0,252.0,42.0
1157,Egil Selvik,2.eng Watford,1.0,90.0,90.0
1158,Jørgen Strand Larsen,1.eng Crystal Palace,2.0,105.0,52.5
1159,Alexander Sørloth,1.es Atlético Madrid,5.0,337.0,67.4
1161,Morten Thorsby,1.it Cremonese,1.0,45.0,45.0
1162,Kristian Thorstvedt,1.it Sassuolo,2.0,63.0,31.5
1163,Martin Ødegaard,1.eng Arsenal,5.0,470.0,90.0
1164,Leo Østigård,1.it Genoa,5.0,146.0,29.2
1165,Maghnes Akliouche,1.fr Monaco,1.0,8.0,8.0
1166,Bradley Barcola,1.fr PSG,8.0,384.0,48.0
1167,Rayan Cherki,1.eng Manchester City,7.0,130.0,18.571428571428573
1168,Ousmane Dembélé,1.fr PSG,8.0,592.0,74.0
1169,Lucas Digne,1.eng Aston Villa,6.0,463.0,77.16666666666667
1170,Désiré Doué,1.fr PSG,8.0,400.0,50.0
1171,Malo Gusto,1.eng Chelsea,5.0,121.0,24.2
1173,Theo Hernández,1.sa Al-Hilal,5.0,257.0,51.4
1175,Ibrahima Konaté,1.eng Liverpool,2.0,60.0,30.0
1176,Manu Koné,1.it Roma,5.0,385.0,77.0
1177,Jules Koundé,1.es Barcelona,8.0,599.0,74.875
1178,Maxence Lacroix,1.eng Crystal Palace,3.0,241.0,80.33333333333333
1179,Mike Maignan,1.it Milan,8.0,720.0,90.0
1180,Jean-Philippe Mateta,1.eng Crystal Palace,3.0,24.0,8.0
1181,Kylian Mbappé,1.es Real Madrid,8.0,695.0,86.875
1182,Michael Olise,1.de Bayern Munich,8.0,646.0,80.75
1183,Adrien Rabiot,1.it Milan,7.0,585.0,83.57142857142857
1185,William Saliba,1.eng Arsenal,6.0,479.0,79.83333333333333
1187,Aurélien Tchouaméni,1.es Real Madrid,4.0,360.0,90.0
1188,Marcus Thuram,1.it Inter,1.0,1.0,1.0
1189,Dayot Upamecano,1.de Bayern Munich,8.0,660.0,82.5
1190,Warren Zaïre-Emery,1.fr PSG,2.0,110.0,55.0
1191,Elliot Anderson,1.eng Nottingham,8.0,632.0,79.0
1192,Jude Bellingham,1.es Real Madrid,8.0,614.0,76.75
1193,Dan Burn,1.eng Newcastle,3.0,35.0,11.666666666666666
1194,Trevoh Chalobah,1.eng Chelsea,1.0,1.0,1.0
1195,Eberechi Eze,1.eng Arsenal,5.0,211.0,42.2
1196,Anthony Gordon,1.es Barcelona,6.0,396.0,66.0
1197,Marc Guéhi,1.eng Manchester City,8.0,663.0,82.875
1198,Dean Henderson,1.eng Crystal Palace,1.0,90.0,90.0
1199,Jordan Henderson,1.eng Brentford,1.0,7.0,7.0
1200,Reece James,1.eng Chelsea,5.0,319.0,63.8
1201,Harry Kane,1.de Bayern Munich,7.0,652.0,90.0
1202,Ezri Konsa,1.eng Aston Villa,8.0,647.0,80.875
1204,Noni Madueke,1.eng Arsenal,5.0,286.0,57.2
1206,Nico O'Reilly,1.eng Manchester City,7.0,461.0,65.85714285714286
1207,Jordan Pickford,1.eng Everton,7.0,660.0,90.0
1208,Jarell Quansah,1.de Leverkusen,3.0,197.0,65.66666666666667
1209,Marcus Rashford,1.es Barcelona,6.0,223.0,37.166666666666664
1210,Declan Rice,1.eng Arsenal,7.0,557.0,79.57142857142857
1211,Morgan Rogers,1.eng Aston Villa,7.0,339.0,48.42857142857143
1212,Bukayo Saka,1.eng Arsenal,7.0,358.0,51.142857142857146
1213,Djed Spence,1.eng Tottenham,8.0,404.0,50.5
1214,John Stones,1.eng Manchester City,5.0,330.0,66.0
1215,Ivan Toney,1.sa Al-Ahli,2.0,79.0,39.5
1217,Ollie Watkins,1.eng Aston Villa,2.0,52.0,26.0
1218,Thiago Almada,1.es Atlético Madrid,5.0,241.0,48.2
1219,Julián Álvarez,1.es Atlético Madrid,8.0,602.0,75.25
1221,Valentín Barco,1.fr Strasbourg,1.0,20.0,20.0
1222,Rodrigo De Paul,1.us Inter Miami,7.0,491.0,70.14285714285714
1223,Enzo Fernández,1.eng Chelsea,7.0,659.0,90.0
1224,Nicolás González,1.es Atlético Madrid,7.0,259.0,37.0
1225,Giovani Lo Celso,1.es Real Betis,1.0,59.0,59.0
1226,Flaco López,1.br Palmeiras,2.0,20.0,10.0
1227,Alexis Mac Allister,1.eng Liverpool,8.0,750.0,90.0
1228,Emiliano Martínez,1.eng Aston Villa,8.0,810.0,90.0
1229,Lautaro Martínez,1.it Inter,7.0,310.0,44.285714285714285
1230,Lisandro Martínez,1.eng Manchester Utd,7.0,624.0,89.14285714285714
1231,Facundo Medina,1.fr Marseille,5.0,308.0,61.6
1232,Lionel Messi,1.us Inter Miami,8.0,740.0,90.0
1233,Nahuel Molina,1.es Atlético Madrid,7.0,528.0,75.42857142857143
1234,Gonzalo Montiel,1.ar River Plate,6.0,192.0,32.0
1236,Nicolás Otamendi,1.pt Benfica,7.0,247.0,35.285714285714285
1237,Exequiel Palacios,1.de Leverkusen,1.0,90.0,90.0
1238,Leandro Paredes,1.ar Boca Juniors,7.0,473.0,67.57142857142857
1239,Nicolás Paz,1.it Como,2.0,71.0,35.5
1240,Cristian Romero,1.eng Tottenham,7.0,608.0,86.85714285714286
1242,Marcos Senesi,1.eng Bournemouth,2.0,109.0,54.5
1243,Giuliano Simeone,1.es Atlético Madrid,3.0,192.0,64.0
1244,Nicolás Tagliafico,1.fr Lyon,7.0,476.0,68.0
1245,Álex Baena,1.es Atlético Madrid,7.0,481.0,68.71428571428571
1246,Pau Cubarsí,1.es Barcelona,8.0,750.0,90.0
1247,Marc Cucurella,1.eng Chelsea,8.0,750.0,90.0
1248,Eric García,1.es Barcelona,1.0,22.0,22.0
1250,Gavi,1.es Barcelona,2.0,76.0,38.0
1252,Borja Iglesias,1.es Celta Vigo,1.0,1.0,1.0
1253,Aymeric Laporte,1.es Athletic Club,8.0,727.0,90.0
1254,Marcos Llorente,1.es Atlético Madrid,3.0,187.0,62.333333333333336
1255,Mikel Merino,1.eng Arsenal,8.0,199.0,24.875
1257,Dani Olmo,1.es Barcelona,8.0,491.0,61.375
1258,Mikel Oyarzabal,1.es Real Sociedad,8.0,601.0,75.125
1259,Pedri,1.es Barcelona,8.0,499.0,62.375
1260,Yéremy Pino,1.eng Crystal Palace,2.0,70.0,35.0
1261,Pedro Porro,1.eng Tottenham,6.0,563.0,90.0
1262,Marc Pubill,1.es Atlético Madrid,1.0,1.0,1.0
1264,Rodri,1.eng Manchester City,8.0,724.0,90.0
1265,Fabián Ruiz Peña,1.fr PSG,8.0,321.0,40.125
1266,Unai Simón,1.es Athletic Club,8.0,750.0,90.0
1267,Ferran Torres,1.es Barcelona,8.0,288.0,36.0
1268,Nico Williams,1.es Athletic Club,6.0,113.0,18.833333333333332
1269,Lamine Yamal,1.es Barcelona,8.0,614.0,76.75
1270,Martín Zubimendi,1.eng Arsenal,1.0,22.0,22.0
